Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Source,EID
"Markowetz F.","Five selfish reasons to work reproducibly",2015,"Genome Biology","16","1", 274,"","",,3,10.1186/s13059-015-0850-7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949675197&doi=10.1186%2fs13059-015-0850-7&partnerID=40&md5=d15e34f52dfdd97476009e5c593922de","University of Cambridge, Cancer Research UK Cambridge Institute, Robinson Way, Cambridge, United Kingdom","Markowetz, F., University of Cambridge, Cancer Research UK Cambridge Institute, Robinson Way, Cambridge, United Kingdom","And so, my fellow scientists: ask not what you can do for reproducibility; ask what reproducibility can do for you! Here, I present five reasons why working reproducibly pays off in the long run and is in the self-interest of every ambitious, career-oriented scientist. © 2015 Markowetz.","Reproducibility; Scientific career",Note,Scopus,2-s2.0-84949675197
"Wagenmakers E.-J.","A quartet of interactions",2015,"Cortex","73",,,"334","335",,1,10.1016/j.cortex.2015.07.031,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958615106&doi=10.1016%2fj.cortex.2015.07.031&partnerID=40&md5=6fab194b661d967eddbf20f2a6086572","University of Amsterdam, Netherlands","Wagenmakers, E.-J., University of Amsterdam, Netherlands",[No abstract available],,Note,Scopus,2-s2.0-84958615106
"Lindsay D.S.","Replication in Psychological Science",2015,"Psychological Science","26","12",,"1827","1832",,22,10.1177/0956797615616374,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950252772&doi=10.1177%2f0956797615616374&partnerID=40&md5=5b6c5d2a34b0319789c9758257582920",,"Lindsay, D.S.",[No abstract available],,Editorial,Scopus,2-s2.0-84950252772
"Héroux M.E., Taylor J.L., Gandevia S.C.","The use and abuse of transcranial magnetic stimulation to modulate corticospinal excitability in humans",2015,"PLoS ONE","10","12", 0144151,"","",,11,10.1371/journal.pone.0144151,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955574420&doi=10.1371%2fjournal.pone.0144151&partnerID=40&md5=1f6a80fe542bd6f66d20105b882c7453","Neuroscience Research Australia, Randwick, NSW, Australia; University of New South Wales, Randwick, NSW, Australia","Héroux, M.E., Neuroscience Research Australia, Randwick, NSW, Australia, University of New South Wales, Randwick, NSW, Australia; Taylor, J.L., Neuroscience Research Australia, Randwick, NSW, Australia, University of New South Wales, Randwick, NSW, Australia; Gandevia, S.C., Neuroscience Research Australia, Randwick, NSW, Australia, University of New South Wales, Randwick, NSW, Australia","The magnitude and direction of reported physiological effects induced using transcranial magnetic stimulation (TMS) to modulate human motor cortical excitability have proven difficult to replicate routinely. We conducted an online survey on the prevalence and possible causes of these reproducibility issues. A total of 153 researchers were identified via their publications and invited to complete an anonymous internet-based survey that asked about their experience trying to reproduce published findings for various TMS protocols. The prevalence of questionable research practices known to contribute to low reproducibility was also determined. We received 47 completed surveys from researchers with an average of 16.4 published papers (95% CI 10.8-22.0) that used TMS to modulate motor cortical excitability. Respondents also had a mean of 4.0 (2.5-5.7) relevant completed studies that would never be published. Across a range of TMS protocols, 45-60% of respondents found similar results to those in the original publications; the other respondents were able to reproduce the original effects only sometimes or not at all. Only 20% of respondents used formal power calculations to determine study sample sizes. Others relied on previously published studies (25%), personal experience (24%) or flexible post-hoc criteria (41%). Approximately 44% of respondents knew researchers who engaged in questionable research practices (range 32-70%), yet only 18% admitted to engaging in them (range 6-38%). These practices included screening subjects to find those that respond in a desired way to a TMS protocol, selectively reporting results and rejecting data based on a gut feeling. In a sample of 56 published papers that were inspected, not a single questionable research practice was reported. Our survey revealed that approximately 50% of researchers are unable to reproduce published TMS effects. Researchers need to start increasing study sample size and eliminating-or at least reporting-questionable research practices in order to make the outcomes of TMS research reproducible. Copyright © 2015 Héroux et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,Article,Scopus,2-s2.0-84955574420
"Bradford D.E., Starr M.J., Shackman A.J., Curtin J.J.","Empirically based comparisons of the reliability and validity of common quantification approaches for eyeblink startle potentiation in humans",2015,"Psychophysiology","52","12",,"1669","1681",,8,10.1111/psyp.12545,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955210317&doi=10.1111%2fpsyp.12545&partnerID=40&md5=377df0e4d86a9c94080621565ef4556c","Department of Psychology, University of Wisconsin-Madison, Madison, WI, United States; Department of Psychology, Neuroscience and Cognitive Science Program, Maryland Neuroimaging Center, University of Maryland, College Park, MD, United States","Bradford, D.E., Department of Psychology, University of Wisconsin-Madison, Madison, WI, United States; Starr, M.J., Department of Psychology, University of Wisconsin-Madison, Madison, WI, United States; Shackman, A.J., Department of Psychology, Neuroscience and Cognitive Science Program, Maryland Neuroimaging Center, University of Maryland, College Park, MD, United States; Curtin, J.J., Department of Psychology, University of Wisconsin-Madison, Madison, WI, United States","Startle potentiation is a well-validated translational measure of negative affect. Startle potentiation is widely used in clinical and affective science, and there are multiple approaches for its quantification. The three most commonly used approaches quantify startle potentiation as the increase in startle response from a neutral to threat condition based on (1) raw potentiation, (2) standardized potentiation, or (3) percent-change potentiation. These three quantification approaches may yield qualitatively different conclusions about effects of independent variables (IVs) on affect when within- or between-group differences exist for startle response in the neutral condition. Accordingly, we directly compared these quantification approaches in a shock-threat task using four IVs known to influence startle response in the no-threat condition: probe intensity, time (i.e., habituation), alcohol administration, and individual differences in general startle reactivity measured at baseline. We confirmed the expected effects of time, alcohol, and general startle reactivity on affect using self-reported fear/anxiety as a criterion. The percent-change approach displayed apparent artifact across all four IVs, which raises substantial concerns about its validity. Both raw and standardized potentiation approaches were stable across probe intensity and time, which supports their validity. However, only raw potentiation displayed effects that were consistent with a priori specifications and/or the self-report criterion for the effects of alcohol and general startle reactivity. Supplemental analyses of reliability and validity for each approach provided additional evidence in support of raw potentiation. © 2015 Society for Psychophysiological Research.","Analysis/statistical methods; Anxiety; EMG; Startle blink",Article,Scopus,2-s2.0-84955210317
"Guengerich F.P.","Some changes in submission and handling policies at the JBC",2015,"Journal of Biological Chemistry","290","46",,"28018","28019",,1,10.1074/jbc.E115.000001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946944116&doi=10.1074%2fjbc.E115.000001&partnerID=40&md5=c236e36f02d50350c0aae6a3ee252dca",,"Guengerich, F.P.",[No abstract available],,Editorial,Scopus,2-s2.0-84946944116
"Roche D.G., Kruuk L.E.B., Lanfear R., Binning S.A.","Public Data Archiving in Ecology and Evolution: How Well Are We Doing?",2015,"PLoS Biology","13","11", e1002295,"","",,17,10.1371/journal.pbio.1002295,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949456966&doi=10.1371%2fjournal.pbio.1002295&partnerID=40&md5=40600673927b2e8b1e217dd675e49549","Division of Evolution, Ecology and Genetics, Research School of Biology, The Australian National University, Australian Capital Territory, Canberra, Australia; Éco-Éthologie, Institut de Biologie, Université de Neuchâtel, Neuchâtel, Switzerland; Institute of Evolutionary Biology, School of Biological Sciences, University of Edinburgh, Edinburgh, United Kingdom; Department of Biological Sciences, Macquarie University, Sydney, Australia","Roche, D.G., Division of Evolution, Ecology and Genetics, Research School of Biology, The Australian National University, Australian Capital Territory, Canberra, Australia, Éco-Éthologie, Institut de Biologie, Université de Neuchâtel, Neuchâtel, Switzerland; Kruuk, L.E.B., Division of Evolution, Ecology and Genetics, Research School of Biology, The Australian National University, Australian Capital Territory, Canberra, Australia, Institute of Evolutionary Biology, School of Biological Sciences, University of Edinburgh, Edinburgh, United Kingdom; Lanfear, R., Division of Evolution, Ecology and Genetics, Research School of Biology, The Australian National University, Australian Capital Territory, Canberra, Australia, Department of Biological Sciences, Macquarie University, Sydney, Australia; Binning, S.A., Division of Evolution, Ecology and Genetics, Research School of Biology, The Australian National University, Australian Capital Territory, Canberra, Australia, Éco-Éthologie, Institut de Biologie, Université de Neuchâtel, Neuchâtel, Switzerland","Policies that mandate public data archiving (PDA) successfully increase accessibility to data underlying scientific publications. However, is the data quality sufficient to allow reuse and reanalysis? We surveyed 100 datasets associated with nonmolecular studies in journals that commonly publish ecological and evolutionary research and have a strong PDA policy. Out of these datasets, 56% were incomplete, and 64% were archived in a way that partially or entirely prevented reuse. We suggest that cultural shifts facilitating clearer benefits to authors are necessary to achieve high-quality PDA and highlight key guidelines to help authors increase their data’s reuse potential and compliance with journal data policies. © 2015 Roche et al.",,Article,Scopus,2-s2.0-84949456966
"Xu C., Holmgren M., Van Nes E.H., Hirota M., Chapin F.S., III, Scheffer M.","A changing number of alternative states in the boreal biome: Reproducibility risks of replacing remote sensing products",2015,"PLoS ONE","10","11", e0143014,"","",,3,10.1371/journal.pone.0143014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957111225&doi=10.1371%2fjournal.pone.0143014&partnerID=40&md5=0d316fb45db50dd6b2738a8e2cf4ef4d","School of Life Sciences, Nanjing University, Xianlin Road 163, Nanjing, China; Aquatic Ecology and Water Quality Management Group, Wageningen University, P.O. Box 47, Wageningen, Netherlands; Resource Ecology Group, Wageningen University, P.O. Box 47, Wageningen, Netherlands; Department of Physics, Federal University of Santa Catarina, P.O. Box 476, Florianópolis, Brazil; Institute of Arctic Biology, University of Alaska, Fairbanks, AK, United States","Xu, C., School of Life Sciences, Nanjing University, Xianlin Road 163, Nanjing, China, Aquatic Ecology and Water Quality Management Group, Wageningen University, P.O. Box 47, Wageningen, Netherlands; Holmgren, M., Resource Ecology Group, Wageningen University, P.O. Box 47, Wageningen, Netherlands; Van Nes, E.H., Aquatic Ecology and Water Quality Management Group, Wageningen University, P.O. Box 47, Wageningen, Netherlands; Hirota, M., Department of Physics, Federal University of Santa Catarina, P.O. Box 476, Florianópolis, Brazil; Chapin, F.S., III, Institute of Arctic Biology, University of Alaska, Fairbanks, AK, United States; Scheffer, M., Aquatic Ecology and Water Quality Management Group, Wageningen University, P.O. Box 47, Wageningen, Netherlands","Publicly available remote sensing products have boosted science in many ways. The openness of these data sources suggests high reproducibility. However, as we show here, results may be specific to versions of the data products that can become unavailable as new versions are posted. We focus on remotely-sensed tree cover. Recent studies have used this public resource to detect multi-modality in tree cover in the tropical and boreal biomes. Such patterns suggest alternative stable states separated by critical tipping points. This has important implications for the potential response of these ecosystems to global climate change. For the boreal region, four distinct ecosystem states (i.e., treeless, sparse and dense woodland, and boreal forest) were previously identified by using the Collection 3 data of MODIS Vegetation Continuous Fields (VCF). Since then, the MODIS VCF product has been updated to Collection 5; and a Landsat VCF product of global tree cover at a fine spatial resolution of 30 meters has been developed. Here we compare these different remote-sensing products of tree cover to show that identification of alternative stable states in the boreal biome partly depends on the data source used. The updated MODIS data and the newer Landsat data consistently demonstrate three distinct modes around similar treecover values. Our analysis suggests that the boreal region has three modes: one sparsely vegetated state (treeless), one distinct 'savanna-like' state and one forest state, which could be alternative stable states. Our analysis illustrates that qualitative outcomes of studies may change fundamentally as new versions of remote sensing products are used. Scientific reproducibility thus requires that old versions remain publicly available. © 2015 Xuet al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,Article,Scopus,2-s2.0-84957111225
"Supplee L.H., Meyer A.L.","The Intersection Between Prevention Science and Evidence-Based Policy: How the SPR Evidence Standards Support Human Services Prevention Programs",2015,"Prevention Science","16","7",,"938","942",,1,10.1007/s11121-015-0590-7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942505644&doi=10.1007%2fs11121-015-0590-7&partnerID=40&md5=f15aed9e224bd1067f4bbbd67282af03","Office of Planning, Research and Evaluation, Administration for Children and Families, 370 L’Enfant Promenade SW 7th Floor West, Washington, DC, United States","Supplee, L.H., Office of Planning, Research and Evaluation, Administration for Children and Families, 370 L’Enfant Promenade SW 7th Floor West, Washington, DC, United States; Meyer, A.L., Office of Planning, Research and Evaluation, Administration for Children and Families, 370 L’Enfant Promenade SW 7th Floor West, Washington, DC, United States","The revised Society for Prevention Research (SPR) standards of evidence are an exciting advance in the field of prevention science. We appreciate the committee’s vision that the standards represent goals to aspire to rather than a set of benchmarks for where prevention science is currently. The discussion about the standards highlights how much has changed in the field over the last 10 years and as knowledge, theory, and methods continue to advance, the new standards push the field toward increasing rigor and relevance. This commentary discusses how the revised standards support work of translating high-quality evaluations to support evidence-based policy and work supporting evidence-based programs’ ability to implement at scale. The commentary ends by raising two areas, generating evidence at scale and transparency of research, as additional areas for consideration in future standards. © 2015, Society for Prevention Research (outside the USA).",,Editorial,Scopus,2-s2.0-84942505644
"Nakagawa S., Parker T.H.","Replicating research in ecology and evolution: Feasibility, incentives, and the cost-benefit conundrum",2015,"BMC Biology","13","1", 88,"","",,8,10.1186/s12915-015-0196-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946498815&doi=10.1186%2fs12915-015-0196-3&partnerID=40&md5=771db93b9f0d56648cc387584ef0d639","School of Biological, Earth and Environmental Sciences, University of New South Wales, Sydney, NSW, Australia; Biology Department, Whitman College, Walla Walla, WA, United States","Nakagawa, S., School of Biological, Earth and Environmental Sciences, University of New South Wales, Sydney, NSW, Australia; Parker, T.H., Biology Department, Whitman College, Walla Walla, WA, United States","We believe that replicating studies in ecology and evolution is extremely valuable, but replication within species and systems is troublingly rare, and even 'quasi-replications' in different systems are often insufficient. We make a case for supporting multiple types of replications and point out that the current incentive structure needs to change if ecologists and evolutionary biologist are to value scientific replication sufficiently. © 2015 Nakagawa and Parker.",,Article,Scopus,2-s2.0-84946498815
